               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  30,            0.082143,             0.02632,            0.043099,             0.03788,             0.66845,             0.11186,            0.030916,            0.064652,            0.023161,            0.054024,            0.072554,           0.0025545,           0.0025545
                  31,            0.063236,            0.023216,            0.040459,             0.03788,             0.66845,             0.11186,            0.030916,            0.064652,            0.023161,            0.054024,            0.071624,           0.0026243,           0.0026243
                  32,            0.077247,            0.026575,            0.036831,            0.023133,             0.81845,             0.11246,            0.025519,            0.053566,            0.023078,            0.050987,            0.070693,           0.0026931,           0.0026931
                  33,            0.073085,              0.0269,            0.043955,            0.023133,             0.81845,             0.11246,            0.025519,            0.053566,            0.023078,            0.050987,            0.069761,           0.0027609,           0.0027609
                  34,            0.075049,            0.034591,            0.037112,              0.2262,             0.14545,             0.10295,            0.031556,            0.052305,            0.022238,            0.048126,            0.068828,           0.0028278,           0.0028278
                  35,            0.067044,            0.027898,            0.043684,              0.2262,             0.14545,             0.10295,            0.031556,            0.052305,            0.022238,            0.048126,            0.067894,           0.0028936,           0.0028936
                  36,            0.064925,            0.023719,            0.036729,            0.063321,             0.30162,             0.12027,            0.036179,            0.053749,            0.021091,            0.047058,            0.066958,           0.0029585,           0.0029585
                  37,            0.071971,            0.032042,            0.038323,            0.063321,             0.30162,             0.12027,            0.036179,            0.053749,            0.021091,            0.047058,            0.066022,           0.0030223,           0.0030223
                  38,            0.073616,            0.031938,            0.035162,             0.30734,             0.23539,             0.16491,            0.055087,            0.051878,            0.020654,            0.044136,            0.065085,           0.0030852,           0.0030852
                  39,            0.061987,            0.028784,            0.037391,             0.30734,             0.23539,             0.16491,            0.055087,            0.051878,            0.020654,            0.044136,            0.064147,           0.0031471,           0.0031471
                  40,            0.059553,            0.025396,            0.038179,            0.062231,             0.21039,             0.18187,            0.061085,            0.055494,             0.02003,            0.042397,            0.063208,            0.003208,            0.003208
                  41,             0.06952,            0.035339,             0.03489,            0.062231,             0.21039,             0.18187,            0.061085,            0.055494,             0.02003,            0.042397,            0.062268,           0.0032679,           0.0032679
                  42,            0.061192,            0.025959,            0.040628,               0.114,             0.28539,             0.18125,            0.063219,            0.052043,            0.019756,            0.042328,            0.061327,           0.0033268,           0.0033268
                  43,            0.067042,            0.024097,            0.039574,               0.114,             0.28539,             0.18125,            0.063219,            0.052043,            0.019756,            0.042328,            0.060385,           0.0033847,           0.0033847
                  44,             0.06179,            0.022314,            0.040427,             0.11697,             0.31039,             0.15961,            0.056236,            0.048843,            0.019412,            0.042015,            0.059442,           0.0034417,           0.0034417
                  45,            0.065111,            0.025395,            0.044166,             0.11697,             0.31039,             0.15961,            0.056236,            0.048843,            0.019412,            0.042015,            0.058498,           0.0034976,           0.0034976
                  46,            0.067084,             0.03464,            0.032279,             0.30167,             0.31039,             0.18777,            0.076044,            0.046765,            0.019038,            0.042572,            0.057553,           0.0035526,           0.0035526
                  47,            0.068046,            0.030391,            0.036581,             0.30167,             0.31039,             0.18777,            0.076044,            0.046765,            0.019038,            0.042572,            0.056607,           0.0036065,           0.0036065
                  48,            0.062447,            0.022823,            0.044749,            0.082753,              0.3204,             0.17924,            0.058069,            0.047225,            0.018788,            0.045959,             0.05566,           0.0036595,           0.0036595
                  49,             0.07088,             0.02586,            0.040412,            0.082753,              0.3204,             0.17924,            0.058069,            0.047225,            0.018788,            0.045959,            0.054712,           0.0037115,           0.0037115
                  50,            0.062721,            0.027277,            0.032585,             0.36812,              0.1712,             0.15523,            0.056155,            0.050458,            0.017816,            0.046822,            0.053763,           0.0037625,           0.0037625
                  51,            0.062683,             0.01847,            0.036555,             0.36812,              0.1712,             0.15523,            0.056155,            0.050458,            0.017816,            0.046822,            0.052813,           0.0038125,           0.0038125
                  52,            0.066875,            0.023068,            0.039849,             0.36812,              0.1712,             0.15523,            0.056155,            0.050458,            0.017816,            0.046822,            0.051862,           0.0038615,           0.0038615
                  53,            0.066099,            0.018277,            0.038173,             0.30306,             0.41602,             0.20016,            0.078747,            0.047899,            0.017511,            0.044479,             0.05091,           0.0039095,           0.0039095
                  54,            0.056278,            0.038907,            0.028574,             0.30306,             0.41602,             0.20016,            0.078747,            0.047899,            0.017511,            0.044479,            0.049957,           0.0039566,           0.0039566
                  55,            0.052711,            0.023886,            0.039207,             0.30306,             0.41602,             0.20016,            0.078747,            0.047899,            0.017511,            0.044479,            0.049003,           0.0040026,           0.0040026
                  56,            0.057472,            0.034785,            0.035285,             0.34037,              0.4279,             0.26298,             0.10877,            0.046546,            0.016799,            0.044281,            0.048048,           0.0040477,           0.0040477
                  57,            0.059044,            0.029735,            0.034639,             0.34037,              0.4279,             0.26298,             0.10877,            0.046546,            0.016799,            0.044281,            0.047092,           0.0040917,           0.0040917
                  58,             0.06433,            0.022208,            0.033777,             0.34037,              0.4279,             0.26298,             0.10877,            0.046546,            0.016799,            0.044281,            0.046135,           0.0041348,           0.0041348
                  59,            0.061841,            0.020011,            0.034181,             0.61666,             0.31621,             0.30404,             0.12059,            0.047888,             0.01554,            0.043839,            0.045177,           0.0041769,           0.0041769
                  60,            0.062486,            0.020614,            0.040574,             0.61666,             0.31621,             0.30404,             0.12059,            0.047888,             0.01554,            0.043839,            0.044218,            0.004218,            0.004218
                  61,            0.059812,            0.022004,            0.037314,             0.61666,             0.31621,             0.30404,             0.12059,            0.047888,             0.01554,            0.043839,            0.043258,           0.0042581,           0.0042581
                  62,            0.063231,            0.014836,            0.042242,             0.34277,             0.42587,              0.2955,            0.093211,            0.044823,            0.015552,            0.046051,            0.042297,           0.0042972,           0.0042972
                  63,            0.061922,            0.034746,            0.035271,             0.34277,             0.42587,              0.2955,            0.093211,            0.044823,            0.015552,            0.046051,            0.041335,           0.0043353,           0.0043353
                  64,            0.054296,            0.029324,            0.030661,             0.34277,             0.42587,              0.2955,            0.093211,            0.044823,            0.015552,            0.046051,            0.040372,           0.0043725,           0.0043725
                  65,            0.062033,            0.023801,            0.040475,             0.60766,             0.26721,             0.30014,             0.12492,             0.04699,             0.01476,            0.046768,            0.039409,           0.0044086,           0.0044086
                  66,            0.060645,            0.023477,            0.029286,             0.60766,             0.26721,             0.30014,             0.12492,             0.04699,             0.01476,            0.046768,            0.038444,           0.0044438,           0.0044438
                  67,            0.056017,            0.022952,            0.030249,             0.60766,             0.26721,             0.30014,             0.12492,             0.04699,             0.01476,            0.046768,            0.037478,           0.0044779,           0.0044779
                  68,            0.057537,            0.019127,            0.038193,             0.38377,             0.26721,             0.28675,            0.098832,            0.044125,            0.014771,            0.042519,            0.036511,           0.0045111,           0.0045111
                  69,            0.056401,            0.024714,            0.028625,             0.38377,             0.26721,             0.28675,            0.098832,            0.044125,            0.014771,            0.042519,            0.035543,           0.0045433,           0.0045433
                  70,            0.060552,            0.022814,            0.033299,             0.38377,             0.26721,             0.28675,            0.098832,            0.044125,            0.014771,            0.042519,            0.034574,           0.0045745,           0.0045745
                  71,             0.06056,            0.019764,            0.038174,             0.71294,             0.24369,             0.26213,             0.11772,            0.042757,            0.014642,             0.04406,            0.033605,           0.0046047,           0.0046047
                  72,            0.055177,            0.014098,            0.037105,             0.71294,             0.24369,             0.26213,             0.11772,            0.042757,            0.014642,             0.04406,            0.032634,           0.0046339,           0.0046339
                  73,            0.057607,            0.028943,            0.034545,             0.71294,             0.24369,             0.26213,             0.11772,            0.042757,            0.014642,             0.04406,            0.031662,           0.0046621,           0.0046621
                  74,              0.0578,            0.025173,            0.032859,             0.43426,             0.25802,             0.32201,             0.11979,             0.04393,            0.013747,            0.045105,            0.030689,           0.0046894,           0.0046894
                  75,             0.05679,            0.019495,            0.034186,             0.43426,             0.25802,             0.32201,             0.11979,             0.04393,            0.013747,            0.045105,            0.029716,           0.0047156,           0.0047156
                  76,            0.056714,            0.020293,            0.033004,             0.43426,             0.25802,             0.32201,             0.11979,             0.04393,            0.013747,            0.045105,            0.028741,           0.0047409,           0.0047409
                  77,            0.049359,            0.017136,            0.029786,             0.43551,              0.2615,             0.33626,             0.13259,            0.043623,            0.013608,            0.045685,            0.027765,           0.0047651,           0.0047651
                  78,             0.05107,            0.029653,            0.035812,             0.43551,              0.2615,             0.33626,             0.13259,            0.043623,            0.013608,            0.045685,            0.026788,           0.0047884,           0.0047884
                  79,            0.054001,            0.017724,            0.037896,             0.43551,              0.2615,             0.33626,             0.13259,            0.043623,            0.013608,            0.045685,            0.025811,           0.0048107,           0.0048107
                  80,            0.051921,            0.028389,            0.029924,             0.68775,             0.21368,             0.30204,              0.1479,            0.042478,              0.0136,             0.04438,            0.024832,            0.004832,            0.004832
                  81,            0.057266,            0.025181,            0.026412,             0.68775,             0.21368,             0.30204,              0.1479,            0.042478,              0.0136,             0.04438,            0.023852,           0.0048523,           0.0048523
                  82,            0.058772,            0.022757,            0.033257,             0.68775,             0.21368,             0.30204,              0.1479,            0.042478,              0.0136,             0.04438,            0.022872,           0.0048716,           0.0048716
                  83,            0.060269,             0.02188,            0.033271,             0.30328,             0.41602,             0.35623,             0.16722,            0.047514,            0.012834,            0.044281,             0.02189,           0.0048899,           0.0048899
                  84,            0.061736,            0.023681,            0.030071,             0.30328,             0.41602,             0.35623,             0.16722,            0.047514,            0.012834,            0.044281,            0.020907,           0.0049073,           0.0049073
                  85,            0.060411,            0.022405,            0.030852,             0.30328,             0.41602,             0.35623,             0.16722,            0.047514,            0.012834,            0.044281,            0.019924,           0.0049236,           0.0049236
                  86,            0.055928,            0.020038,            0.028773,             0.30328,             0.41602,             0.35623,             0.16722,            0.047514,            0.012834,            0.044281,            0.018939,            0.004939,            0.004939
                  87,            0.059029,            0.018251,            0.038844,             0.29827,             0.42154,             0.41057,             0.23029,            0.042814,            0.012985,            0.045578,            0.017953,           0.0049533,           0.0049533
                  88,            0.053075,            0.023058,            0.029625,             0.29827,             0.42154,             0.41057,             0.23029,            0.042814,            0.012985,            0.045578,            0.016967,           0.0049667,           0.0049667
                  89,            0.052995,            0.017099,            0.030574,             0.29827,             0.42154,             0.41057,             0.23029,            0.042814,            0.012985,            0.045578,            0.015979,           0.0049791,           0.0049791
                  90,            0.053674,            0.016488,            0.032488,             0.29827,             0.42154,             0.41057,             0.23029,            0.042814,            0.012985,            0.045578,             0.01499,           0.0049905,           0.0049905
                  91,            0.053567,            0.014852,            0.042611,             0.69796,             0.27264,             0.42827,             0.19407,              0.0395,            0.012815,            0.049728,            0.014001,           0.0050009,           0.0050009
                  92,              0.0575,            0.016461,            0.035901,             0.69796,             0.27264,             0.42827,             0.19407,              0.0395,            0.012815,            0.049728,             0.01301,           0.0050103,           0.0050103
                  93,            0.057252,            0.020424,            0.031836,             0.69796,             0.27264,             0.42827,             0.19407,              0.0395,            0.012815,            0.049728,            0.012019,           0.0050187,           0.0050187
                  94,            0.052429,            0.025955,            0.028299,             0.69796,             0.27264,             0.42827,             0.19407,              0.0395,            0.012815,            0.049728,            0.011026,           0.0050262,           0.0050262
                  95,            0.061705,            0.016952,            0.036737,              0.3632,             0.48978,             0.44345,             0.27691,            0.042024,            0.012094,            0.047401,            0.010033,           0.0050326,           0.0050326
                  96,             0.05743,            0.013658,            0.025641,              0.3632,             0.48978,             0.44345,             0.27691,            0.042024,            0.012094,            0.047401,           0.0090381,           0.0050381,           0.0050381
                  97,             0.05319,            0.024365,            0.030199,              0.3632,             0.48978,             0.44345,             0.27691,            0.042024,            0.012094,            0.047401,           0.0080425,           0.0050425,           0.0050425
                  98,            0.055665,            0.027379,            0.035691,              0.3632,             0.48978,             0.44345,             0.27691,            0.042024,            0.012094,            0.047401,            0.007046,            0.005046,            0.005046
                  99,            0.050213,            0.024904,            0.027151,             0.38662,             0.43122,             0.43439,              0.2303,            0.045858,             0.01193,             0.04232,           0.0060485,           0.0050485,           0.0050485
                 100,            0.056388,            0.019123,            0.030679,             0.38662,             0.43122,             0.43439,              0.2303,            0.045858,             0.01193,             0.04232,             0.00505,             0.00505,             0.00505
                 101,            0.059793,            0.016055,            0.038541,             0.38662,             0.43122,             0.43439,              0.2303,            0.045858,             0.01193,             0.04232,             0.00505,             0.00505,             0.00505
                 102,            0.056386,            0.016625,            0.037238,             0.38662,             0.43122,             0.43439,              0.2303,            0.045858,             0.01193,             0.04232,           0.0050005,           0.0050005,           0.0050005
                 103,            0.066274,            0.014784,            0.032888,             0.29526,             0.55357,             0.45085,             0.23493,            0.040017,            0.012119,            0.037796,            0.004951,            0.004951,            0.004951
                 104,            0.057948,            0.016181,            0.036422,             0.29526,             0.55357,             0.45085,             0.23493,            0.040017,            0.012119,            0.037796,           0.0049015,           0.0049015,           0.0049015
                 105,            0.052631,            0.016507,            0.031134,             0.29526,             0.55357,             0.45085,             0.23493,            0.040017,            0.012119,            0.037796,            0.004852,            0.004852,            0.004852
                 106,            0.050009,            0.017981,            0.030147,             0.29526,             0.55357,             0.45085,             0.23493,            0.040017,            0.012119,            0.037796,           0.0048025,           0.0048025,           0.0048025
                 107,            0.063434,            0.014559,            0.034092,             0.31714,             0.51485,             0.41091,             0.19346,            0.043679,            0.011542,            0.036743,            0.004753,            0.004753,            0.004753
                 108,            0.051667,             0.01714,            0.030788,             0.31714,             0.51485,             0.41091,             0.19346,            0.043679,            0.011542,            0.036743,           0.0047035,           0.0047035,           0.0047035
                 109,            0.050386,              0.0145,            0.025448,             0.31714,             0.51485,             0.41091,             0.19346,            0.043679,            0.011542,            0.036743,            0.004654,            0.004654,            0.004654
                 110,            0.056106,            0.019782,            0.031474,             0.31714,             0.51485,             0.41091,             0.19346,            0.043679,            0.011542,            0.036743,           0.0046045,           0.0046045,           0.0046045
                 111,            0.058404,            0.011666,            0.038123,              0.3767,             0.51147,             0.49639,             0.26773,            0.036319,            0.012332,            0.035477,            0.004555,            0.004555,            0.004555
                 112,            0.054899,            0.019188,            0.029416,              0.3767,             0.51147,             0.49639,             0.26773,            0.036319,            0.012332,            0.035477,           0.0045055,           0.0045055,           0.0045055
                 113,            0.053053,            0.015434,            0.039101,              0.3767,             0.51147,             0.49639,             0.26773,            0.036319,            0.012332,            0.035477,            0.004456,            0.004456,            0.004456
                 114,            0.057064,            0.021898,            0.028356,              0.3767,             0.51147,             0.49639,             0.26773,            0.036319,            0.012332,            0.035477,           0.0044065,           0.0044065,           0.0044065
                 115,            0.048516,            0.019771,             0.02791,              0.2588,             0.49914,             0.41811,             0.20167,             0.04436,            0.011074,            0.035568,            0.004357,            0.004357,            0.004357
                 116,            0.052708,            0.015052,            0.040709,              0.2588,             0.49914,             0.41811,             0.20167,             0.04436,            0.011074,            0.035568,           0.0043075,           0.0043075,           0.0043075
                 117,             0.05964,            0.016998,            0.029788,              0.2588,             0.49914,             0.41811,             0.20167,             0.04436,            0.011074,            0.035568,            0.004258,            0.004258,            0.004258
                 118,            0.045703,            0.013812,            0.030329,              0.2588,             0.49914,             0.41811,             0.20167,             0.04436,            0.011074,            0.035568,           0.0042085,           0.0042085,           0.0042085
                 119,             0.05212,            0.030143,            0.024554,             0.35004,             0.47148,             0.47819,              0.2912,            0.035975,            0.011901,            0.034851,            0.004159,            0.004159,            0.004159
                 120,             0.04726,            0.017291,            0.031671,             0.35004,             0.47148,             0.47819,              0.2912,            0.035975,            0.011901,            0.034851,           0.0041095,           0.0041095,           0.0041095
                 121,             0.04628,            0.026018,            0.025122,             0.35004,             0.47148,             0.47819,              0.2912,            0.035975,            0.011901,            0.034851,             0.00406,             0.00406,             0.00406
                 122,            0.044737,            0.019271,            0.029326,             0.35004,             0.47148,             0.47819,              0.2912,            0.035975,            0.011901,            0.034851,           0.0040105,           0.0040105,           0.0040105
                 123,            0.048101,            0.020968,            0.032055,             0.31289,             0.44475,             0.44003,             0.27631,            0.034667,            0.011935,            0.034584,            0.003961,            0.003961,            0.003961
                 124,            0.053718,            0.014379,            0.033809,             0.31289,             0.44475,             0.44003,             0.27631,            0.034667,            0.011935,            0.034584,           0.0039115,           0.0039115,           0.0039115
                 125,            0.042291,            0.016257,             0.02975,             0.31289,             0.44475,             0.44003,             0.27631,            0.034667,            0.011935,            0.034584,            0.003862,            0.003862,            0.003862
                 126,            0.043733,            0.014883,            0.030124,             0.31289,             0.44475,             0.44003,             0.27631,            0.034667,            0.011935,            0.034584,           0.0038125,           0.0038125,           0.0038125
                 127,             0.04743,            0.016984,            0.033242,             0.24417,             0.42649,             0.38441,             0.23197,            0.036536,            0.011706,            0.034008,            0.003763,            0.003763,            0.003763
                 128,            0.043412,            0.019948,            0.028054,             0.24417,             0.42649,             0.38441,             0.23197,            0.036536,            0.011706,            0.034008,           0.0037135,           0.0037135,           0.0037135
                 129,            0.044809,            0.015399,            0.027263,             0.24417,             0.42649,             0.38441,             0.23197,            0.036536,            0.011706,            0.034008,            0.003664,            0.003664,            0.003664
                 130,             0.04741,            0.017938,            0.029258,             0.24417,             0.42649,             0.38441,             0.23197,            0.036536,            0.011706,            0.034008,           0.0036145,           0.0036145,           0.0036145
                 131,            0.047613,            0.020805,            0.034401,             0.31222,             0.46695,             0.42337,             0.24407,            0.037816,            0.011437,             0.03392,            0.003565,            0.003565,            0.003565
                 132,            0.053719,            0.013062,            0.032909,             0.31222,             0.46695,             0.42337,             0.24407,            0.037816,            0.011437,             0.03392,           0.0035155,           0.0035155,           0.0035155
                 133,            0.044546,            0.022524,             0.02797,             0.31222,             0.46695,             0.42337,             0.24407,            0.037816,            0.011437,             0.03392,            0.003466,            0.003466,            0.003466
                 134,            0.041695,            0.015351,            0.029031,             0.31222,             0.46695,             0.42337,             0.24407,            0.037816,            0.011437,             0.03392,           0.0034165,           0.0034165,           0.0034165
                 135,            0.046288,            0.017193,            0.026646,             0.37028,             0.37262,             0.40286,             0.23037,            0.042716,            0.011061,            0.033806,            0.003367,            0.003367,            0.003367
                 136,            0.050071,            0.017931,            0.029053,             0.37028,             0.37262,             0.40286,             0.23037,            0.042716,            0.011061,            0.033806,           0.0033175,           0.0033175,           0.0033175
                 137,            0.054619,            0.017916,            0.030523,             0.37028,             0.37262,             0.40286,             0.23037,            0.042716,            0.011061,            0.033806,            0.003268,            0.003268,            0.003268
                 138,            0.053905,            0.016796,            0.027293,             0.37028,             0.37262,             0.40286,             0.23037,            0.042716,            0.011061,            0.033806,           0.0032185,           0.0032185,           0.0032185
                 139,            0.050883,            0.021055,            0.025174,             0.36098,             0.40659,             0.45933,             0.29469,            0.037464,            0.011119,            0.034477,            0.003169,            0.003169,            0.003169
                 140,            0.048875,            0.015844,            0.028515,             0.36098,             0.40659,             0.45933,             0.29469,            0.037464,            0.011119,            0.034477,           0.0031195,           0.0031195,           0.0031195
                 141,            0.042546,            0.018557,             0.02433,             0.36098,             0.40659,             0.45933,             0.29469,            0.037464,            0.011119,            0.034477,             0.00307,             0.00307,             0.00307
                 142,            0.048586,            0.013842,            0.025693,             0.36098,             0.40659,             0.45933,             0.29469,            0.037464,            0.011119,            0.034477,           0.0030205,           0.0030205,           0.0030205
                 143,            0.038586,            0.012249,            0.024928,             0.36894,             0.39929,             0.47143,             0.26757,            0.035589,            0.011033,            0.035896,            0.002971,            0.002971,            0.002971
                 144,             0.04367,              0.0144,            0.028733,             0.36894,             0.39929,             0.47143,             0.26757,            0.035589,            0.011033,            0.035896,           0.0029215,           0.0029215,           0.0029215
                 145,            0.051058,            0.022369,            0.025504,             0.36894,             0.39929,             0.47143,             0.26757,            0.035589,            0.011033,            0.035896,            0.002872,            0.002872,            0.002872
                 146,            0.044054,             0.01912,            0.024575,             0.36894,             0.39929,             0.47143,             0.26757,            0.035589,            0.011033,            0.035896,           0.0028225,           0.0028225,           0.0028225
                 147,            0.053271,            0.016526,            0.027186,             0.41642,             0.43896,             0.47267,             0.29498,             0.03542,            0.010909,            0.037659,            0.002773,            0.002773,            0.002773
                 148,            0.047399,            0.017765,            0.030117,             0.41642,             0.43896,             0.47267,             0.29498,             0.03542,            0.010909,            0.037659,           0.0027235,           0.0027235,           0.0027235
                 149,            0.036763,            0.015615,            0.026265,             0.41642,             0.43896,             0.47267,             0.29498,             0.03542,            0.010909,            0.037659,            0.002674,            0.002674,            0.002674
                 150,            0.048574,            0.021289,            0.028863,             0.41642,             0.43896,             0.47267,             0.29498,             0.03542,            0.010909,            0.037659,           0.0026245,           0.0026245,           0.0026245
                 151,            0.043636,            0.012921,            0.023329,             0.41367,             0.45146,              0.4857,             0.29499,            0.034417,            0.010963,            0.037521,            0.002575,            0.002575,            0.002575
                 152,            0.044786,            0.017182,            0.022996,             0.41367,             0.45146,              0.4857,             0.29499,            0.034417,            0.010963,            0.037521,           0.0025255,           0.0025255,           0.0025255
                 153,            0.042749,            0.017701,            0.023513,             0.41367,             0.45146,              0.4857,             0.29499,            0.034417,            0.010963,            0.037521,            0.002476,            0.002476,            0.002476
                 154,            0.042074,            0.016904,            0.028504,             0.41367,             0.45146,              0.4857,             0.29499,            0.034417,            0.010963,            0.037521,           0.0024265,           0.0024265,           0.0024265
                 155,            0.043739,              0.0144,            0.027172,             0.43478,             0.43234,             0.48916,             0.30455,            0.035717,            0.010822,            0.035995,            0.002377,            0.002377,            0.002377
                 156,            0.041286,            0.016118,            0.024283,             0.43478,             0.43234,             0.48916,             0.30455,            0.035717,            0.010822,            0.035995,           0.0023275,           0.0023275,           0.0023275
                 157,            0.042262,            0.021032,            0.024138,             0.43478,             0.43234,             0.48916,             0.30455,            0.035717,            0.010822,            0.035995,            0.002278,            0.002278,            0.002278
                 158,            0.040693,            0.015663,            0.024033,             0.43478,             0.43234,             0.48916,             0.30455,            0.035717,            0.010822,            0.035995,           0.0022285,           0.0022285,           0.0022285
                 159,            0.047782,            0.017661,            0.029271,             0.42501,             0.45221,             0.49899,             0.30451,            0.036151,            0.010862,            0.034523,            0.002179,            0.002179,            0.002179
                 160,            0.042805,            0.018107,            0.033279,             0.42501,             0.45221,             0.49899,             0.30451,            0.036151,            0.010862,            0.034523,           0.0021295,           0.0021295,           0.0021295
                 161,            0.040777,            0.018002,            0.024353,             0.42501,             0.45221,             0.49899,             0.30451,            0.036151,            0.010862,            0.034523,             0.00208,             0.00208,             0.00208
                 162,            0.039791,            0.018026,            0.026247,             0.42501,             0.45221,             0.49899,             0.30451,            0.036151,            0.010862,            0.034523,           0.0020305,           0.0020305,           0.0020305
