               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  92,             0.05963,            0.016405,            0.032313,             0.45381,             0.53812,             0.53202,             0.26727,             0.04822,             0.01183,            0.031425,             0.01301,           0.0050103,           0.0050103
                  93,            0.056326,            0.020249,              0.0273,             0.45381,             0.53812,             0.53202,             0.26727,             0.04822,             0.01183,            0.031425,            0.012019,           0.0050187,           0.0050187
                  94,            0.056544,            0.025292,            0.025771,             0.45381,             0.53812,             0.53202,             0.26727,             0.04822,             0.01183,            0.031425,            0.011026,           0.0050262,           0.0050262
                  95,            0.060397,            0.016773,            0.031661,             0.43511,             0.63988,             0.48832,               0.236,            0.041106,            0.011532,            0.033821,            0.010033,           0.0050326,           0.0050326
                  96,             0.05091,            0.013944,            0.023791,             0.43511,             0.63988,             0.48832,               0.236,            0.041106,            0.011532,            0.033821,           0.0090381,           0.0050381,           0.0050381
                  97,            0.053029,            0.023917,            0.028711,             0.43511,             0.63988,             0.48832,               0.236,            0.041106,            0.011532,            0.033821,           0.0080425,           0.0050425,           0.0050425
                  98,            0.056193,            0.026212,             0.03123,             0.43511,             0.63988,             0.48832,               0.236,            0.041106,            0.011532,            0.033821,            0.007046,            0.005046,            0.005046
                  99,            0.049291,            0.025357,             0.02425,             0.45082,             0.56358,             0.51739,              0.2727,            0.044406,            0.011057,            0.034904,           0.0060485,           0.0050485,           0.0050485
                 100,            0.055794,            0.018745,              0.0269,             0.45082,             0.56358,             0.51739,              0.2727,            0.044406,            0.011057,            0.034904,             0.00505,             0.00505,             0.00505
                 101,            0.051167,            0.016707,            0.035723,             0.45082,             0.56358,             0.51739,              0.2727,            0.044406,            0.011057,            0.034904,             0.00505,             0.00505,             0.00505
                 102,            0.053015,            0.016577,            0.032576,             0.45082,             0.56358,             0.51739,              0.2727,            0.044406,            0.011057,            0.034904,           0.0050005,           0.0050005,           0.0050005
                 103,            0.054177,            0.015038,            0.030528,             0.50437,              0.6092,             0.57266,             0.26536,            0.038986,            0.010858,             0.03685,            0.004951,            0.004951,            0.004951
                 104,             0.05855,            0.015609,            0.028097,             0.50437,              0.6092,             0.57266,             0.26536,            0.038986,            0.010858,             0.03685,           0.0049015,           0.0049015,           0.0049015
                 105,            0.053163,             0.01563,            0.025262,             0.50437,              0.6092,             0.57266,             0.26536,            0.038986,            0.010858,             0.03685,            0.004852,            0.004852,            0.004852
                 106,            0.052466,            0.017125,            0.027863,             0.50437,              0.6092,             0.57266,             0.26536,            0.038986,            0.010858,             0.03685,           0.0048025,           0.0048025,           0.0048025
                 107,            0.056284,            0.014014,            0.030774,               0.457,             0.51152,             0.53343,             0.23437,            0.042221,            0.010396,            0.038086,            0.004753,            0.004753,            0.004753
                 108,             0.05942,            0.016147,            0.028745,               0.457,             0.51152,             0.53343,             0.23437,            0.042221,            0.010396,            0.038086,           0.0047035,           0.0047035,           0.0047035
                 109,            0.055801,            0.013706,            0.024813,               0.457,             0.51152,             0.53343,             0.23437,            0.042221,            0.010396,            0.038086,            0.004654,            0.004654,            0.004654
                 110,            0.059452,            0.018457,            0.028336,               0.457,             0.51152,             0.53343,             0.23437,            0.042221,            0.010396,            0.038086,           0.0046045,           0.0046045,           0.0046045
                 111,             0.05307,            0.011468,            0.029981,             0.51487,             0.56239,             0.60248,              0.3007,             0.03804,             0.01063,            0.038834,            0.004555,            0.004555,            0.004555
                 112,            0.061541,             0.01775,            0.025065,             0.51487,             0.56239,             0.60248,              0.3007,             0.03804,             0.01063,            0.038834,           0.0045055,           0.0045055,           0.0045055
                 113,            0.057558,            0.014508,            0.030334,             0.51487,             0.56239,             0.60248,              0.3007,             0.03804,             0.01063,            0.038834,            0.004456,            0.004456,            0.004456
                 114,            0.068059,            0.018836,            0.023766,             0.51487,             0.56239,             0.60248,              0.3007,             0.03804,             0.01063,            0.038834,           0.0044065,           0.0044065,           0.0044065
                 115,            0.056435,            0.018089,            0.023702,             0.50258,             0.54648,             0.55392,             0.25729,            0.039858,            0.010346,            0.042229,            0.004357,            0.004357,            0.004357
                 116,            0.047671,            0.015276,            0.031504,             0.50258,             0.54648,             0.55392,             0.25729,            0.039858,            0.010346,            0.042229,           0.0043075,           0.0043075,           0.0043075
                 117,            0.055793,            0.016965,            0.025288,             0.50258,             0.54648,             0.55392,             0.25729,            0.039858,            0.010346,            0.042229,            0.004258,            0.004258,            0.004258
                 118,            0.049338,            0.013152,             0.02834,             0.50258,             0.54648,             0.55392,             0.25729,            0.039858,            0.010346,            0.042229,           0.0042085,           0.0042085,           0.0042085
                 119,            0.059718,            0.027178,            0.022681,              0.6261,             0.50653,             0.55059,             0.27729,            0.040568,            0.010337,            0.040581,            0.004159,            0.004159,            0.004159
                 120,             0.04842,            0.016687,            0.025167,              0.6261,             0.50653,             0.55059,             0.27729,            0.040568,            0.010337,            0.040581,           0.0041095,           0.0041095,           0.0041095
                 121,            0.052415,            0.023751,            0.021607,              0.6261,             0.50653,             0.55059,             0.27729,            0.040568,            0.010337,            0.040581,             0.00406,             0.00406,             0.00406
                 122,            0.049468,            0.018166,            0.024725,              0.6261,             0.50653,             0.55059,             0.27729,            0.040568,            0.010337,            0.040581,           0.0040105,           0.0040105,           0.0040105
                 123,             0.05303,             0.01933,            0.027722,             0.67381,             0.42987,             0.60711,             0.33272,            0.038925,            0.010369,            0.042343,            0.003961,            0.003961,            0.003961
                 124,             0.05226,            0.013632,            0.028334,             0.67381,             0.42987,             0.60711,             0.33272,            0.038925,            0.010369,            0.042343,           0.0039115,           0.0039115,           0.0039115
                 125,            0.043687,            0.015864,            0.023762,             0.67381,             0.42987,             0.60711,             0.33272,            0.038925,            0.010369,            0.042343,            0.003862,            0.003862,            0.003862
                 126,            0.043251,            0.014533,            0.026684,             0.67381,             0.42987,             0.60711,             0.33272,            0.038925,            0.010369,            0.042343,           0.0038125,           0.0038125,           0.0038125
                 127,            0.047993,            0.016157,            0.028402,             0.51068,              0.5895,             0.60658,             0.31079,            0.041693,            0.010048,            0.042366,            0.003763,            0.003763,            0.003763
                 128,            0.044867,            0.018777,            0.023673,             0.51068,              0.5895,             0.60658,             0.31079,            0.041693,            0.010048,            0.042366,           0.0037135,           0.0037135,           0.0037135
                 129,              0.0486,            0.014326,            0.021885,             0.51068,              0.5895,             0.60658,             0.31079,            0.041693,            0.010048,            0.042366,            0.003664,            0.003664,            0.003664
                 130,            0.048548,            0.016677,            0.022523,             0.51068,              0.5895,             0.60658,             0.31079,            0.041693,            0.010048,            0.042366,           0.0036145,           0.0036145,           0.0036145
                 131,            0.047751,            0.019024,            0.030349,             0.71176,              0.4293,             0.59684,             0.32093,            0.040186,            0.009963,            0.041306,            0.003565,            0.003565,            0.003565
                 132,            0.049248,              0.0129,            0.029549,             0.71176,              0.4293,             0.59684,             0.32093,            0.040186,            0.009963,            0.041306,           0.0035155,           0.0035155,           0.0035155
                 133,            0.044776,            0.021135,            0.024487,             0.71176,              0.4293,             0.59684,             0.32093,            0.040186,            0.009963,            0.041306,            0.003466,            0.003466,            0.003466
                 134,            0.038448,             0.01454,            0.029164,             0.71176,              0.4293,             0.59684,             0.32093,            0.040186,            0.009963,            0.041306,           0.0034165,           0.0034165,           0.0034165
                 135,            0.046693,            0.016204,            0.019509,             0.71818,             0.51299,             0.57391,             0.28723,            0.033175,           0.0098224,            0.040802,            0.003367,            0.003367,            0.003367
                 136,            0.043352,            0.017447,            0.024719,             0.71818,             0.51299,             0.57391,             0.28723,            0.033175,           0.0098224,            0.040802,           0.0033175,           0.0033175,           0.0033175
                 137,             0.04408,            0.017345,            0.024298,             0.71818,             0.51299,             0.57391,             0.28723,            0.033175,           0.0098224,            0.040802,            0.003268,            0.003268,            0.003268
                 138,             0.04876,            0.015788,            0.022889,             0.71818,             0.51299,             0.57391,             0.28723,            0.033175,           0.0098224,            0.040802,           0.0032185,           0.0032185,           0.0032185
                 139,            0.042112,            0.020957,            0.019494,             0.68254,             0.52772,             0.59115,             0.31009,             0.03265,           0.0097775,            0.041367,            0.003169,            0.003169,            0.003169
                 140,            0.040907,            0.015537,            0.024747,             0.68254,             0.52772,             0.59115,             0.31009,             0.03265,           0.0097775,            0.041367,           0.0031195,           0.0031195,           0.0031195
                 141,            0.038444,            0.017506,            0.020152,             0.68254,             0.52772,             0.59115,             0.31009,             0.03265,           0.0097775,            0.041367,             0.00307,             0.00307,             0.00307
                 142,            0.039557,            0.013026,            0.020357,             0.68254,             0.52772,             0.59115,             0.31009,             0.03265,           0.0097775,            0.041367,           0.0030205,           0.0030205,           0.0030205
                 143,            0.033095,            0.011702,            0.022417,             0.62147,             0.56867,             0.56043,             0.28484,            0.035442,           0.0096684,            0.039116,            0.002971,            0.002971,            0.002971
                 144,            0.041116,            0.013566,            0.022797,             0.62147,             0.56867,             0.56043,             0.28484,            0.035442,           0.0096684,            0.039116,           0.0029215,           0.0029215,           0.0029215
                 145,            0.049069,            0.020702,            0.020625,             0.62147,             0.56867,             0.56043,             0.28484,            0.035442,           0.0096684,            0.039116,            0.002872,            0.002872,            0.002872
                 146,            0.041598,            0.018126,            0.020628,             0.62147,             0.56867,             0.56043,             0.28484,            0.035442,           0.0096684,            0.039116,           0.0028225,           0.0028225,           0.0028225
                 147,            0.047237,            0.016161,            0.019756,             0.70798,             0.56867,             0.64141,             0.37132,            0.031894,           0.0097353,            0.037453,            0.002773,            0.002773,            0.002773
                 148,            0.040209,            0.016001,            0.025257,             0.70798,             0.56867,             0.64141,             0.37132,            0.031894,           0.0097353,            0.037453,           0.0027235,           0.0027235,           0.0027235
                 149,            0.033307,            0.014409,            0.020358,             0.70798,             0.56867,             0.64141,             0.37132,            0.031894,           0.0097353,            0.037453,            0.002674,            0.002674,            0.002674
                 150,            0.046615,            0.020078,            0.024363,             0.70798,             0.56867,             0.64141,             0.37132,            0.031894,           0.0097353,            0.037453,           0.0026245,           0.0026245,           0.0026245
                 151,            0.036959,            0.011932,            0.018851,             0.56944,             0.55155,             0.55473,              0.3125,            0.034089,            0.009449,            0.035324,            0.002575,            0.002575,            0.002575
                 152,            0.043648,            0.015387,            0.017008,             0.56944,             0.55155,             0.55473,              0.3125,            0.034089,            0.009449,            0.035324,           0.0025255,           0.0025255,           0.0025255
                 153,            0.039205,            0.016482,            0.016679,             0.56944,             0.55155,             0.55473,              0.3125,            0.034089,            0.009449,            0.035324,            0.002476,            0.002476,            0.002476
